Estado;Município;Unidade de Saúde;Endereço;Contato;CNES
Piauí;São Raimundo Nonato;Hospital Regional Senador José Candido Ferraz;Praça Coronel Neuton Rubem, 1351 - Aldeia;(89) 3582-3663;2777649
Piauí;Teresina;Inst. de Doenças Tropicais Natan Portela - IDTNP;Rua Gov. Raimundo Artur de Vasconcelos, 151 - Sul;(86) 3221-3413;2323338
Piauí;Uruçui;Hosp. Reg. Senador Dirceu Arcoverde;Avenida José Cavalcante, s/n - Centro;(89) 3544-2223;2323680
Piauí;Valença;Hospital Regional Estáquio Portela;Avenida Santos Dumont, s/n - Centro;(89) 3465-2804;2777789
Rio de Janeiro;Angra dos Reis;Hospital da Praia Brava;Rod. Gov. Mário Covas, Br 101 Km 524 Rua 8, s/nº - Praia Brava;(24) 3362-1272;2281384
Rio de Janeiro;Angra dos Reis;Hospital Geral de Japuiba;Rua Japoranga, 1700 - Japuiba;(24) 3368-7929;7354746
Rio de Janeiro;Araruama;Hospital Municipal Prefeito Armando da Silva de Carvalho;Rua Eduardo Américo da Costa, s/n - São Vicente de Paulo;(22) 99286-8581;2285150
Rio de Janeiro;Armação dos Búzios;Hospital Municipal Dr. Rodolpho Perissé;Avenida 12 de novembro - São José;(22) 2623-6051;6200702
Rio de Janeiro;Barra do Piraí;Hospital Nova Santa Casa de Barra do Piraí;Rua Franklin de Moraes, 67 - Centro;(24) 2447-2750;2287919
Rio de Janeiro;Campos dos Goytacazes;Hospital e Maternidade Maria de Nazaré;Rua Frutuoso Gil Gonçalves, 115 - Matadouro;(24) 3512-6100;2287927
Rio de Janeiro;Campos dos Goytacazes;Hospital Ferreira Machado;Rua Rocha Leão, 2 - Caju;(22) 98175-0150;2287579
Rio de Janeiro;Duque de Caxias;Hospital Municipal Adão Pereira Nunes;Rodovia Washington Luiz, S/N BR 040 KM 109;(21) 2777-5258;2290227
Rio de Janeiro;Itaboraí;Hospital Municipal Desembargador Leal Júnior;Avenida Prefeito Álvares de Carvalho Júnior, s/n - Nancilândia;(21) 3950-2207;2268922
Rio de Janeiro;Itaocara;Hospital Municipal de Itaocara;Praça Toledo Pizza, 151 - Centro;(22) 3861-2243;3470350
Rio de Janeiro;Itaperuna;Posto de Urgência de Itaperuna;Rua Cardoso Moreira, 897;(22) 3822-4657;2279274
Rio de Janeiro;Macaé;Hospital Municipal. Dr. Fernando Pereira da Silva;Rodovia RJ-168, Km 4, s/n - Virgem Santa;(22) 2773-0061;5412447
Rio de Janeiro;Macaé;Hosp. Público Mun. da Serra Evangelina Flores da Silva;Manoel Pereira Carneiro da Silva, s/n - Trapiche;(22) 2793-3251;7655703
Rio de Janeiro;Mangaratiba;Hosp. Mun. Victor de Souza Breves;Avenida Nilo Peçanha, 85 - Centro;(21) 2789-6012;2288109
Rio de Janeiro;Miguel Pereira;Hospital Municipal Luiz Gonzaga;Rua Adelaide Badenes, 400;(24) 2484-5049;2283239
Rio de Janeiro;Niterói;Hospital Universitário Antônio Pedro;Rua Marques do Paraná, 303 - Centro;(21) 2629-9059;12505
Rio de Janeiro;Nova Friburgo;Hospital Municipal Raul Sertã;Rua General Osório, 324 - Centro;(21) 2524-2300;2272784
Rio de Janeiro;Paraíba do Sul;Hospital Nossa Senhora da Piedade;Av. Provedor Randolpho Penna Júnior, 320 - Vila Nicolau Melick;(24) 98167-0027;2276186
Rio de Janeiro;Paraty;Hospital Municipal Hugo Miranda;Avenida São Pedro de Alcântara, s/n - Pontal;(24) 3371-6551;2704587
Rio de Janeiro;Petrópolis;UPA Cascatinha;R. Bernardo Proença, 500 - Cascatinha;(24) 2246-8931;6922597
Rio de Janeiro;Petrópolis;UPH Pedro do Rio;Estr. União Indústria, 19691;(24) 2223-2035;4751140
Rio de Janeiro;Resende;Hosp. Mun. de Emergência Henrique Sérgio Gregori;Avenida Marcílio Dias, 800 - Jardim Jalisco;(24) 3381-2080;2288893
Rio de Janeiro;Rio de Janeiro;Hospital Municipal Lourenço Jorge;Avenida Ayrton Senna, 2000 - Barra da Tijuca;(21) 3111-4736;2270609
Rio de Janeiro;Rio de Janeiro;Hospital Pedro II;Rua do Prado, 325 - Santa Cruz;(21) 2419-4782;6995462
Rio de Janeiro;São Francisco de Itabapoana;Hosp. Mun. Manoel Carola;Rua Nilton Mayerhoffer Pessanha, 48 - Ponto de Cacimbas;(22) 2789-0606;2291320
Rio de Janeiro;Teresópolis;Hospital de Clínica Constantino Ottaviano;Rua Delfim Moreira, 2211 - Vale Paraíso;(21) 2741-4900;2297795
Rio de Janeiro;Três Rios;UPA 31;Avenida Zoelo Solla, 2100 - Triângulo;(24) 2255-1998;6426174
Rio de Janeiro;Valença;Hospital Escola de Valença;R. Cel Leite Pinto, 20 - Centro;(24) 2453-3133;2292912
Rio de Janeiro;Vassouras;Hospital Universitário de Vassouras;Avenida Marechal Paulo Torres, s/n - Centro;(24) 2471-8406;2273748
Rio de Janeiro;Volta Redonda;Hospital Municipal Dr Nelson dos Santos Gonçalves;Rua Governador Luiz Monteiro Portela, 298 - Aterrado;(24) 3512-8500;2708078
Rio Grande do Norte;Caicó;Hospital Regional Telecila Freitas Fontes;Acesso do Perímetro Irrigado Sabugí, s/n - Paulo IV;(84) 3421-9621;6778550
Rio Grande do Norte;Mossoró;Hospital Regional Tarcísio Maia;Rua Antônio Vieira de Sá, s/n – Aeroporto;(84) 3315- 3379/3414;2389061
Rio Grande do Norte;Natal;Hospital Giselda Trigueiro;Rua Cônego Monte, 110 – Quintas;(84) 3232-7944;4013484
Rio Grande do Norte;Natal;Hosp. Pediátrico Maria Alice Fernandes;Avenida Pedro Álvares Cabral, s/n - Parque dos Coqueiros;(84) 3232- 7717/5408;2654261
Rio Grande do Norte;Pau dos Ferros;Hospital Regional Dr. Cleodon Carlos de Andrade;BR 405, Km 03, 1971 - Arizona;(84) 3351-9841;2409275
Rio Grande do Sul;Alegrete;UPA;Rua Mestre Cacaio, 1636, Canudos;(55) 3422-2888;7648227
Rio Grande do Sul;Arroio do Tigre;Hospital Santa Rosa de Lima;Rua Dom Guilherme Muller, 932, Centro;(51) 3747-1222;2234424
Rio Grande do Sul;Bagé;Santa Casa de Caridade de Bagé;Rua Gomes Carneiro, 1350, Centro;(54) 3240-3200;2261987
Rio Grande do Sul;Bom Retiro do Sul;Hospital de Caridade Sant'Ana;R. Antônio Moraes Viegas, 133;(51) 3766-1244;2252023
Rio Grande do Sul;Caçapava do Sul;Hospital de Caridade Doutor Victor Lang;Avenida Coronel Coriolano de Castro, 920, Centro;(55) 3281-4164;2234416
Rio Grande do Sul;Cachoeira do Sul;Hospital de Caridade e Beneficência;Rua Saldanha Marinho, 48, Centro;(51) 3722-0800;2266474
Rio Grande do Sul;Camaquã;Hospital Nossa Senhora Aparecida;Rua Cristovão Gomes de Andrade, 665, Centro;(51) 3671-7900;2257548
Rio Grande do Sul;Cambará do Sul;Fundação Hospitalar Saúde São José;Rua Padre João Paza, 315, Centro;(54) 3251-1167;5602742
Rio Grande do Sul;Canguçu;Hospital de Canguçu;Rua José Albano de Souza, 140, Centro;(53) 3252-1100;2232928
Rio Grande do Sul;Canoas;Hospital de Pronto Socorro de Canoas;Rua Caçapava, 100, Mathias Velho;(51) 3415-4500;3626245
Rio Grande do Sul;Caxias do Sul;Hospital Geral de Caxias do Sul;Rua Professor Antônio Vignoli, 255, Presidente Vargas;(54) 3218-7200;2223538
Rio Grande do Sul;Cruz Alta;Hospital São Vicente de Paulo;Avenida Venâncio Aires, 163, Centro;(55) 3321-2400;2263858
Rio Grande do Sul;Encantado;Hospital Beneficente Santa Terezinha;R. Júlio de Castilhos, 791 - Centro;(51) 3751-3111;2252228
Rio Grande do Sul;Encruzilhada do Sul;Hospital Santa Bárbara;Avenida Coronel Honório Carvalho, 878, Centro;(51) 3733-1267;2234432
Rio Grande do Sul;Erechim;Fundação Hospitalar Santa Terezinha de Erechim;Rua Itália, 919, Centro;(54) 3520-2100;2707918
Rio Grande do Sul;Esteio;Hospital São Camilo;Avenida Castro Alves, 948, Tamandaré;(51) 2126-8300;2232030
Rio Grande do Sul;Frederico Westphalen;Hospital Divina Providência;Rua Sete de Setembro, 90, Centro;(55) 3744-4888;2228602
Rio Grande do Sul;Horizontina;Hospital Oswaldo Cruz;Rua Oswaldo Cruz, 154, Centro;(55) 3537-1818;7607547
Rio Grande do Sul;Ibirubá;Hospital da Comunidade Annes Dias;Rua Diniz Dias, 309, Centro;(54) 3199-1700;5395674
Rio Grande do Sul;Ijuí;Hospital de Caridade de Ijuí;Avenida David José Martins, 152, Centro;(55) 3331-9300;2261057
Rio Grande do Sul;Lajeado;Hospital Bruno Born;Avenida Benjamin Constant, 881, Centro;(51) 3714-7500;2252287
Rio Grande do Sul;Montenegro;Hospital Montenegro;Rua Assis Brasil, 1621, Centro;(51) 3632-1233;2257556
Rio Grande do Sul;Nova Bassano;Hospital ACONSEL;Rua Pinheiro Machado, 982, Centro;(54) 3273-2500;5230241
Rio Grande do Sul;Novo Hamburgo;Hospital Municipal de Novo Hamburgo;Avenida Pedro Adams Filho, 6520, Centro;(51) 3272-3272;2232146
Rio Grande do Sul;Osório;Hospital São Vicente de Paulo;Rua João Sarmento, 391, Centro;(51) 3663-3377;2257815
Rio Grande do Sul;Palmeira das Missões;ASS-Caridade - Associação Hosp. Caridade;Rua Marechal Deodoro, 251;(55) 3742-9000;2235323
Rio Grande do Sul;Palmitinho;Hospital Santa Terezinha;Rua Carlos Gomes, 320 - Centro;(55) 3791-1150;2228580
Rio Grande do Sul;Passo Fundo;Hospital São Vicente de Paulo;Rua Teixeira Soares, 808, Centro;(54) 3316-4000;2246988
Rio Grande do Sul;Pelotas;Pronto Socorro de Pelotas;Avenida Bento Gonçalves, 4590;(53) 2128-8305;4550773
Rio Grande do Sul;Porto Alegre;Hospital Cristo Redentor;Rua Domingos Rubbo, 20, Cristo Redentor;(51) 3357-4100;2265060
Rio Grande do Sul;Porto Alegre;Hospital de Pronto Socorro;Largo Teodoro Herzl, s/nº - Bom Fim;(51) 3289-7999;2778718
Rio Grande do Sul;Rodeio Bonito;Associação Hosp. São José;R. Júlio de Castilhos, 290, Centro;(55) 3798-1433;2228734
Rio Grande do Sul;Santa Cruz do Sul;Hospital Santa Cruz;Rua Fernando Abott, 174, Centro;(51) 3713-7400;2254964
Rio Grande do Sul;Santa Maria;Hospital Universitário de Santa Maria;Avenida Roraima, 1000, Prédio 22, Comobi;(55) 3213-1400;2244306
Rio Grande do Sul;Santa Rosa;Hospital Vida e Saúde;Rua Doutor Francisco Timm, 656, Centro;(55) 3512-5050;2254611
Rio Grande do Sul;Santo Ângelo;Associação Hosp. Caridade de Santo Ângelo;Avenida Antônio Manoel, 701, Centro;(55) 3312-1376;2259907
Rio Grande do Sul;São Borja;Hospital Ivan Goulart;Avenida Presidente Vargas, 1440, Centro;(55) 3431-1650;2248298
Rio Grande do Sul;São Jerônimo;Hospital de Caridade São Jerônimo;Rua Rio Branco, 1008, Bela Vista;(51) 3651-8500;6424236
Rio Grande do Sul;São Leopoldo;Fundação Hospital Centenário;Avenida Theodomiro Porto da Fonseca, 799, Fião;(51) 3591-1400;2232022
Rio Grande do Sul;São Luiz Gonzaga;Hospital São Luiz Gonzaga;Rua General Portinho, 1425, Centro;(55) 3352-4000;2259893
Rio Grande do Sul;São Sebastião do Caí;Hospital Sagrada Família;Rua Madre Regina Protmann, 567, Centro;(51) 3635-6500;2227908
Rio Grande do Sul;Sapucaia do Sul;Hospital Getúlio Vargas;Rua Pinheiro Machado, 331, Dihel;(51) 3451-8200;2232162
Rio Grande do Sul;Sarandi;Hospital Comunitário;Rua Cosmo Favretto, 676, Centro;(54) 3361-5750;2235404
Rio Grande do Sul;Sobradinho;Hospital São João Evangelista - Unidade II;Avenida João Antônio, 747, Centro;(51) 3742-2294;9016554
Rio Grande do Sul;Tenente Portela;Associação Hosp. Beneficente Santo Antônio;Rua Romário Rosa Lopes, 42, Centro;(55) 3551-3600;5384117
Rio Grande do Sul;Torres;Hospital Nossa Senhora dos Navegantes;Rua Manoel de Matos Pereira, 260, Centro;(51) 3626-9354;2707950
Rio Grande do Sul;Tramandaí;Hospital Tramandaí;Avenida Emancipação, 1255, Centro;(51) 3684-0300;6813895
Rio Grande do Sul;Uruguaiana;Hospital Santa Casa de Uruguaiana;Rua Domingos José de Almeida, 3801, São Miguel;(55) 3414-5500;2248190
Rio Grande do Sul;Vacaria;Hospital Nossa Senhora das Oliveiras;Rua Pinheiro Machado, 448, Centro;(54) 3231-7000;2241048
Rio Grande do Sul;Venâncio Aires;Hospital São Sebastião Mártir;Rua Tiradentes, 834, Centro;(51) 3793-2100;2236370
Rondônia;Alta Floresta;Hospital Municipal Vanessa E Vania Fuzari;Avenida Minas Gerais, 4850 Cidade Alta;(69) 3641-3394;2679477
Rondônia;Alto Alegre Dos Parecis;Hospital De Pequeno Porte Enfermeira Ana Neri;Avenida Costa E Silva Centro;(69) 3643-1437;
Rondônia;Alto Paraíso;Hospital de Pequeno Porte Osvaldo Cruz;Rua Emiliano Lopes, 3795;(69) 3534-2660;2798484
Rondônia;Buritis;Hospital Regional De Buritis;Rua Vale Do Paraíso, 2340 Setor 03;(69) 3238-2406;2807076
Rondônia;Cabixi;Hospital Unidade Mista De Cabixi.;Rua Carijós N° 3338 Centro;(69) 3345-2356;2808528
Rondônia;Cacoal;Hospital De Urgência E Emergência Regional De Cacoal (HEURO);Avenida Rosilene Xavier Transpadini, 2200 - Jardim Eldorado;(69) 3441-2747;7704364
Rondônia;Cerejeiras;Hospital São Lucas;Rua Nova Zelândia N°1192 Centro;(69) 3342-2422;2334801
Rondônia;Chupinguaia;U M José Ivaldo De Souza;Rua Osvaldo Cruz N° 1495 Centro;(69) 3346-1103;2806711
Rondônia;Colorado Do Oeste;Hospital Municipal Dr Pedro Grangeiro Xavier.;Rua Castanheira N°2711 - Minas Gerais.;(69) 3341-4295;28080544
Rondônia;Corumbiara;Maria Aparecida Maurício;Av J.K. N° 2163 Centro;(69) 3343-2293;2808552
Rondônia;Costa Marques;Unidade Mista De Costa Marques;Avenida Cabixi, 2026 - Centro;(69) 3631-2303;2808560
Rondônia;Cujubim;Unidade Básica De Saúde Vanildo Chagas Hadman;Av: Maracanã, S/N - Centro;Indisponível;7499264
Rondônia;Espigão Do Oeste;Hospital Municipal Angelina Georgetti;Rua Paraná, 3357 - Liberdade;(69) 3912-8054;2808587
Rondônia;Gov. Jorge Teixeira;Unidade Mista De Saúde;Rua Ypê Travessa Copaiba Nº 2527;(69) 3524-1467;2808595
Rondônia;Guajará-Mirim;Hospital Regional Perpétuo Socorro De Guajará Mirim;Avenida Marechal Deodoro, S/N - Centro;(69) 3913-1533;2497468
Rondônia;Ji-Paraná;Hospital Dr. Claudionor Couto Roriz;Rua Dom Bosco, 1300 - Dom Bosco;(69) 3416-4097;2495279
Rondônia;Ji-Paraná;UPA - Anna Beatriz Oliveira Da Silva;Rua Sena Madureira, 99, Bairro São Pedro;Indisponível;506745
Rondônia;Mirante Da Serra;Hospital Municipal De Miante Da Serra SAMUEL MARQUES;Rua Minas Gerais, S/N.;(69) 99366-5981;2808625
Rondônia;Monte Negro;Hospital Municipal De Monte Negro;R. Francisco Prestes, 2576 - Setor 2;(69) 999493-3219;4003039
Rondônia;Nova Brasilândia;Hospital Municipal Ancelmo Bianchini;Rua Pirarara, 2551 - Setor 14;Indisponível;2808633
Rondônia;Porto Velho;Centro De Medicina Tropical;Avenida Guaporé, 415 - Lagoa;(69) 3216-2202;2493853
Rondônia;Porto Velho;Hospital Regional De Extrema;Rua Abunã, 308 - Vila Extrema;(69) 3252-1502;5618347
Rondônia;Presidente Médici;Hospital E Maternidade Eufrasia Maria Da Conceição;Rua Otavio Rodrigues De Matos;(69) 3471-2830;2495414
Rondônia;Rio Crespo;Hospital De Pequeno Porte Elias De Oliveira Lima;Rua Ermelindo Milani, 1293 - Setor 02;(69) 3539-2036;36613-9464
Rondônia;Rolim De Moura;Hospital Municipal Amélio João Da Silva;Avenida Cuiabá, 5414 - Planalto;(69) 3442-1192;2495228
Rondônia;São Francisco Do Guaporé;Hospital Regional De São Francisco;Av Brasil N° 4375 Bairro Cidade Alta;(69) 3621-2059;5296773
Rondônia;Sao Miguel D Guaporé;Hospital Massao Okamoto;Rua Valdemar Coelho Nº 2340;(69) 3642-2690;2808668
Rondônia;Theobroma;Hospital Municipal José Almerindo do rosario;Av. pres. Jânio Quadros 1829, Theobroma, Ro;(69) 3523-1023;4003357
Rondônia;Urupá;Hospital Municipal Jorge Cardoso De Sá (HPP);Avenida Moacir De Paula Vieira;(69) 3413-2726;2743612
Rondônia;Vale Do Paraíso;Hospital De Pequeno Porte Isabel Batista De Oliveira;Avenida Rondônia, 1967 - Setor 04;(69) 3464-1273;2744422
Rondônia;Vilhena;Hospital Regional Adamastor Queiroz, 4531 - Jardim América;Avenida Sabino Bezerra De Queiroz;(69) 3321-3821;2798484
Roraima;Amajari;Unidade Básica Jacir Vicente IOP;Avenida Antonio José Altino, s/n - Tepequem;(95) 3593-1087;2319705
Roraima;Bonfim;Hospital Pedro Álvares Rodrigues;Avenida Tuxaua de Farias, s/n - Centro;(95) 3552-1221;2320045
Roraima;Caracaraí;Unidade Mista Irmã Aqulina;Rua P 02, s/n - Santa Luzia;(95) 3532-1217;2476649
Roraima;Iracema;Unidade Mista Irmã Camila;Rua Heloi Pereira, s/n - Centro;(95) 3543-1454;2320762
Roraima;Mucajaí;Hospital José Guedes Catão;Rua Marlene Araujo, s/n - Centro;(95) 3542-1386;2320886
Roraima;Normandia;Unidade Mista Ruth Quitéria;Rua Ruth Quitéria, 7 - Centro;(95) 3262-1210;2320541
Roraima;Rorainópolis;Hospital Regional Sul Gov. Ottomar de Souza Pinto;Rod. BR 174, s/n - Centro;(95) 3238-2362;7470371
Roraima;São João da Baliza;Unidade Mista São João da Baliza;Avenida Perimetral Norte, s/n - Centro;(95) 3235-1152;2476703
Roraima;São Luiz;Hospital Francisco Ricardo Macedo;Avenida Macapá, s/n - Centro;(95) 3537-1414;2320800
Roraima;Alto Alegre;Hospital Epitácio Andrade de Lucena;Avenida Santo Amaro, s/n;(95) 3263-1360;4004876
Roraima;Alto Alegre;PB Maloca Paapiú;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;7163231
Roraima;Alto Alegre;PB Palimiú;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;6856497
Roraima;Alto Alegre;UBSI Kataroa;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;6935602
Roraima;Alto Alegre;PB Surucucu;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;6934404
Roraima;Alto Alegre;PB Xitei;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;6554350
Roraima;Alto Alegre;PB Auaris;Distrito Sanitário Especial Indígena YANOMAMI;Indisponível;6784542
Roraima;Boa Vista;CASA DO ÍNDIO - CASAI LESTE;Distrito Sanitário Especial Indígena LESTE / BR 174, S/N;(95) 2121-0636;9406190
Roraima;Boa Vista;Hospital da Criança Santo Antônio;Avenida das Guianas, 1645 - 13 de Setembro;Indisponível;2320681
Roraima;Pacaraima;Unidade Básica de Saúde Porte IV da Comunidade do Contão / DSEI LESTE;Distrito Sanitário Especial Indígena LESTE / Polo Base Canta Galo;Indisponível;2995433
Roraima;Pacaraima;Hospital Délio de Oliveira Tupinambá;Rua Caribe, s/n - Centro;(95) 3592-1984;2476827
Santa Catarina;Araranguá;Hospital Regional Deputado Afonso Guizzo (HRA);R. Castro Alves, 303;(48) 3521.1300;2691515
Santa Catarina;Jacinto Machado;Hospital Beneficente São Roque;Rua Governador Jorge Lacerda, 184;(48) 3535.1111;2299836
Santa Catarina;Meleiro;Hospital São Judas Tadeu;R. São Judas Tadeu, 120;(48) 3537.8600;2305534
Santa Catarina;Praia Grande;Hospital Praia Grande;R. Expedicionário Miguel Cardoso, 546;(48) 3532.0139;2305623
Santa Catarina;Timbé do Sul;Hospital Santo Antônio;R. Zelindo Savi, 67;(48) 3536.1122;2299569
Santa Catarina;Turvo;Hospital São Sebastião;R. Nereu Ramos, 1200;(48) 3525.0333;2305097
Santa Catarina;Blumenau;Hospital Santa Isabel;R. Floriano Peixoto, 300;(47) 3321.1000;2558246
Santa Catarina;Blumenau;Hospital Misericórdia;R. Max Hauf, 211;(47) 3378.1110;2522209
Santa Catarina;Blumenau;Hospital Santo Antônio;R. Itajaí, 545;(47) 3231.4000;2558254
Santa Catarina;Brusque;Hospital Arquidiocesano Consul Carlos Renaux;R. Azambuja, 1089;(47) 3396.2200;2537141
Santa Catarina;Gaspar;Hospital Nossa Sra. do Perpétuo Socorro;R. José Krauss, 97;(47) 3332.0109;2691485
Santa Catarina;Indaial;Hospital Beatriz Ramos;R. Des. Alves Pedrosa, 185;(47) 3333.0500;2521873
Santa Catarina;Pomerode;Hospital e Maternidade Rio do Testo;R. Hermann Weege, 2727;(47) 3395.3800;2513838
Santa Catarina;Chapecó;Hospital Regional do Oeste;R. Florianópolis, 1448;(49) 3321.6500;2537788
Santa Catarina;Coronel Freitas;Hospital Nossa Senhora da Saúde;R. Ceará, 434;(49) 3347.0368;2537958
Santa Catarina;São Carlos;Associação Hospitalar Padre João Berthier;R. Osvaldo Cruz, 56;(49) 3325.4255;2538571
Santa Catarina;Concórdia;Hospital São Francisco;R. Marechal Deodoro, 915;(49) 3441.4500;2303892
Santa Catarina;Criciúma;Hospital São José;R. Júlio Gaidzinki, S/N;(48) 3431.1500;2758164
Santa Catarina;Içara;Hospital São Donato de Içara;R. Sete de Setembro, 461;(48) 3467.1200;2420015
Santa Catarina;Lauro Muller;Hospital Henrique Lage;R. Padre Cappeller, S/N;(48) 3464.3136;2419246
Santa Catarina;Morro Da Fumaça;Hospital de Caridade São Roque;R. Jorge Silva, 307;(48) 3434.1311;2419378
Santa Catarina;Nova Veneza;Hospital São Marcos;R. Dr. Carlos Gorini, 17;(48) 3436.1144;2691558
Santa Catarina;Orleans;Hospital Municipal Santa Otília;R. Miguel Couto, 800;(48) 3466.0171;2555840
Santa Catarina;Urussanga;Hospital Nossa Senhora da Conceição;Av. Presidente Vargas, 540;(48) 3441.1900;2419653
Santa Catarina;Canelinha;Fundação Hospitalar de Canelinha;Av. Prefeito Silvestre Nunes Jr., 200;(48) 3264.0417;2596784
Santa Catarina;Florianópolis;Hospital Universitário UFSC;R. Profa. Maria Flora Pausewang, s/n;(48) 3721.9100;3157245
Santa Catarina;Florianópolis;Hospital Infantil Joana de Gusmão;R. Rui Barbosa, 152;(48) 3251.9000;2691868
Santa Catarina;Nova Trento;Hospital Nossa Sra. Imaculada Conceição;R. Floriano Peixoto, 151;(48) 3267.0132;2778831
Santa Catarina;Santo Amaro da Imperatriz;Hospital São Francisco de Assis;R. Tereza Cristina, 181;(48) 3245.1212;2418177
Santa Catarina;São José;Hospital Regional de São José;R. Adolfo Donato da Silva, S/N;(48) 3271.9000;2555646
Santa Catarina;Balneário Camboriú;Hospital Municipal e Maternidade Ruth Cardoso;R. Angelina, s/n;(47) 3169.3700;6854729
Santa Catarina;Camboriú;Fundação Hospitalar de Camboriú - Pronto Atendimento;R. José Francisco Bernardes, 787;(47) 3365.4623;2691523
Santa Catarina;Itajaí;Hospital e Maternidade Marieta Konder Bornhausen;Av. Cel. Marcos Konder, 1111;(47) 3249.9400;2522691
Santa Catarina;Itajaí;Hospital Universitário Pequeno Anjo;Pça Gov. Irineu Bornhausen, 85;(47) 3249.5301;2744937
Santa Catarina;Luiz Alves;Hospital Luiz Alves;R. Prof. Simão Hess, 203;(47) 3377.1132;2672154
Santa Catarina;Navegantes;Hospital Nossa Senhora dos Navegantes;R. Natividade Costa, 641 - São Domingos;(47) 3065-9779;2674327
Santa Catarina;Guaramirim;Hospital e Maternidade Santo Antônio;R. João Butschardt, 05;(47) 3376.9400;2492342
Santa Catarina;Jaraguá do Sul;Hospital e Maternidade Jaraguá;R. dos Motoristas de 1936, 120;(47) 3274.3000;2306344
Santa Catarina;Jaraguá do Sul;Hospital São José;R. Dr. Waldomiro Mazurechen, 80;(47) 3274.5000;7847777
Santa Catarina;Massaranduba;Hospital Municipal João Schreiber;R. Rua 11 de Novembro, 3560;(47) 3379.3959;6722180
Santa Catarina;Campos Novos;Fundação Hospitalar Dr. José Athanázio;R. Nereu Ramos, 379;(49) 3541.0700;2379767
Santa Catarina;Joaçaba;Hospital Universitário Santa Terezinha;Tv. Domingos Floriani Bonato, 37;(49) 3551.9500;2560771
Santa Catarina;Joinville;Hospital Infantil Dr. Jeser Amarante Faria;R. Araranguá, 554;(47) 3145.1600;6048692
Santa Catarina;Joinville;Hospital Municipal São José;Av. Getúlio Vargas, 238;(47) 3441.6666;2436469
Santa Catarina;São Francisco do Sul;Hospital e Maternidade Nossa Senhora da Graça;R. Manoel Antônio Bueno, s/n;(47) 3471.3700;7105088
Santa Catarina;Anita Garibaldi;Hospital Frei Rogério;R. Frei Rogério, 248;(49) 3543.0111;2300435
Santa Catarina;Lages;Hospital Nossa Senhora dos Prazeres;R. Hercílio Luz, 35;(49) 3221.6400;2543001
Santa Catarina;Lages;Hospital Infantil Seara do Bem;Av. Luiz de Camões, 1511;(49) 3251.7700;2662914
Santa Catarina;Lages;UPA DRª Maria Gorete dos Santos;R. Roseno Frederico Vieira, s/nº;(49) 3251-7686;9944532
Santa Catarina;São Joaquim;Hospital de Caridade Coração de Jesus;R. Murilo Bortoluzzi, s/n;(49) 3233.0011;2300516
Santa Catarina;Canoinhas;Unidade de Pronto Atendimento Orestes Golanovski;R. Benjamin Constant, s/n, Boa Vista;(47) 3622.2520;2491095
Santa Catarina;Mafra;Hospital São Vicente de Paulo;R. Senador Salgado Filho, 983;(47) 3641.3600;2379333
Santa Catarina;Porto União;Hospital de Caridade São Braz;R. Frei Rogério, 579;(42) 3521.2200;2543044
Santa Catarina;São Bento do Sul;Hospital e Maternidade Sagrada Família;R. Henrique Schwarz, 10;(47) 3631.0200;2521792
Santa Catarina;Ibirama;Hospital Dr. Waldomiro Colautti;R. Três de Maio, 998;(47) 3357.2555;2691884
Santa Catarina;Ituporanga;Hospital Bom Jesus;Praça Irmã Paulina, 470;(47) 3533.7150;2377829
Santa Catarina;Rio Do Sul;Hospital Regional Alto Vale;R. Tuiuti, 218;(47) 3521.2000;2568713
Santa Catarina;Taió;Hospital e Maternidade Dona Lizette;R. Quatro de Outubro, 115;(47) 3562.0226;2377616
Santa Catarina;Guaraciaba;Hospital São Lucas;R Dom Pedro 1, 835;(49) 3645.0137;2378116
Santa Catarina;Maravilha;Hospital São José;Av. Sul Brasil, 580;(49) 3664.0078;2538180
Santa Catarina;São Miguel do Oeste;Hospital Regional Terezinha Gaio Basso;R. São Cristovão, 335;(49) 3631.1800;6683134
Santa Catarina;Armazém;Hospital Santo Antônio;Praça Dois Corações, 21;(48) 3645.0120;2550938
Santa Catarina;Braço Do Norte;Hospital Santa Terezinha;R. Jacob Batista Uliano, 1370;(48) 3654.2244;2665883
Santa Catarina;Imbituba;Hospital São Camilo;Av. Brasil, 938;(48) 3255.0205;2385880
Santa Catarina;Rio Fortuna;Hospital Fundação Médico Social Rural;Av. Sete de Setembro, 1000;(48) 3653.1144;2386038
Santa Catarina;São Martinho;Fundação Médico Social Rural São Martinho;R. Francisco Bechkauser, s/n;(48) 3645.6088;2550881
Santa Catarina;Tubarão;Hospital Nossa Senhora da Conceição;R. Vidal Ramos, 215;(48) 3631-7000;2491710
Santa Catarina;Caçador;Hospital Maicé;R. Bolivia, 54;(49) 3561.2811;2301830
Santa Catarina;Curitibanos;Hospital Hélio Anjos Ortiz;R. Altino G. de Farias, 1832;(49) 3245.4600;2302101
